z1	0.80752688172043
z2	0.80752688172043
z3	0.790322580645161
z4	0.770967741935484
z5	0.811827956989247
z6	0.783870967741935
z7	0.829032258064516
z8	0.805376344086022
z9	0.817204301075269
z10	0.790322580645161
z11	0.813978494623656
z12	0.809677419354839
z13	0.803225806451613
z14	0.788172043010753
z15	0.803225806451613
z16	0.790322580645161
z17	0.8
z18	0.803225806451613
z19	0.825806451612903
z20	0.817204301075269
z21	0.812903225806452
z22	0.817204301075269
z23	0.837634408602151
z24	0.80752688172043
z25	0.808602150537634
z26	0.80752688172043
z27	0.826881720430108
z28	0.816129032258065
z29	0.841935483870968
z30	0.810752688172043
z31	0.793548387096774
z32	0.83010752688172
z33	0.786021505376344
z34	0.817204301075269
z35	0.806451612903226
z36	0.790322580645161
z37	0.798924731182796
z38	0.804301075268817
z39	0.808602150537634
z40	0.782795698924731
z41	0.819354838709677
z42	0.794623655913979
z43	0.782795698924731
z44	0.805376344086022
z45	0.8
z46	0.8
z47	0.811827956989247
z48	0.805376344086022
z49	0.811827956989247
z50	0.787096774193548
z51	0.772043010752688
z52	0.8
z53	0.81505376344086
z54	0.797849462365591
z55	0.787096774193548
z56	0.81505376344086
z57	0.819354838709677
z58	0.817204301075269
z59	0.831182795698925
z60	0.786021505376344
z61	0.813978494623656
z62	0.818279569892473
z63	0.809677419354839
z64	0.806451612903226
z65	0.823655913978495
z66	0.801075268817204
z67	0.816129032258065
z68	0.812903225806452
z69	0.805376344086022
z70	0.787096774193548
z71	0.819354838709677
z72	0.832258064516129
z73	0.801075268817204
z74	0.825806451612903
z75	0.796774193548387
z76	0.798924731182796
z77	0.797849462365591
z78	0.8
z79	0.801075268817204
z80	0.824731182795699
z81	0.810752688172043
z82	0.812903225806452
z83	0.803225806451613
z84	0.820430107526882
z85	0.797849462365591
z86	0.820430107526882
z87	0.795698924731183
z88	0.821505376344086
z89	0.808602150537634
z90	0.789247311827957
z91	0.824731182795699
z92	0.804301075268817
z93	0.806451612903226
z94	0.803225806451613
z95	0.809677419354839
z96	0.786021505376344
z97	0.808602150537634
z98	0.802150537634409
z99	0.840860215053763
z100	0.816129032258065
z101	0.795698924731183
z102	0.816129032258065
z103	0.802150537634409
z104	0.816129032258065
z105	0.806451612903226
z106	0.816129032258065
z107	0.808602150537634
z108	0.796774193548387
z109	0.808602150537634
z110	0.801075268817204
z111	0.813978494623656
z112	0.823655913978495
z113	0.805376344086022
z114	0.798924731182796
z115	0.808602150537634
z116	0.787096774193548
z117	0.816129032258065
z118	0.832258064516129
z119	0.796774193548387
z120	0.803225806451613
z121	0.817204301075269
z122	0.821505376344086
z123	0.804301075268817
z124	0.824731182795699
z125	0.779569892473118
z126	0.794623655913979
z127	0.786021505376344
z128	0.805376344086022
z129	0.798924731182796
z130	0.806451612903226
z131	0.798924731182796
z132	0.826881720430108
z133	0.817204301075269
z134	0.796774193548387
z135	0.81505376344086
z136	0.831182795698925
z137	0.819354838709677
z138	0.80752688172043
z139	0.795698924731183
z140	0.809677419354839
z141	0.813978494623656
